qp,job,qp_NSQF,qp_sector,similarity
Traditional Leather Toy maker,Solar technician,2.5,Handicrafts and Carpet,0.411163330078125
House Keeping with Mechanised Equipments,Electrician,2.0,Iron and Steel,0.4111541509628296
Planishing Artisan (Metalware),Car sales advisor,3.0,Handicrafts and Carpet,0.4111374020576477
Fruits and Vegetable Processing Operator,Solar technician,2.0,Food Processing,0.4111359119415283
Advanced Program on Traditional Hand Embroidery,Solar PV installer,4.0,Handicrafts and Carpet,0.41112980246543884
Four Wheeler Service Master Technician,Automotive technician,4.5,Automotive,0.41111260652542114
Decorative Glass Cutter (Glassware),Forklift operator,3.0,Handicrafts and Carpet,0.41110920906066895
Namda Craft Maker,Car sales advisor,3.0,Handicrafts and Carpet,0.4110979437828064
Automotive Machining Aide,Welder and fitter,2.0,Automotive,0.41106727719306946
Commis Chef,Solar PV installer,4.0,Tourism & Hospitality,0.41091787815093994
Traditional Soft Toy Maker,Welder and fitter,2.5,Handicrafts and Carpet,0.4108387529850006
Food Regulatory Affairs Manager,Truck driver,6.0,Food Processing,0.4108278155326843
Sewer Entry Professional,Mechanical fitter,3.0,Green Jobs,0.4108138680458069
Mobile Equipment Operator,Solar PV installer,3.0,Iron and Steel,0.4108099043369293
Bamboo Work Artisan,Electrician,3.0,Handicrafts and Carpet,0.4107952117919922
Cleaner-Roadside Eatery,Welder and fitter,2.0,Tourism & Hospitality,0.4107342064380646
Warper - Direct Warping Machine,Car sales advisor,3.0,Textile,0.41067758202552795
Biomass Depot Operator,Truck driver,4.0,Green Jobs,0.41054239869117737
Engraving/ Carving/ Etching Assistant (Wooden Handicrafts),Car sales advisor,3.0,Handicrafts and Carpet,0.41051846742630005
Heavy Commercial Vehicle Service Technician,Hotel front desk clerk,4.0,Automotive,0.41051700711250305
Automotive Washer,Car sales advisor,2.0,Automotive,0.4104510545730591
Paint Line Operator (Paper Mache),Truck driver,2.5,Handicrafts and Carpet,0.4104110598564148
Food & Beverage Controller,Solar PV installer,6.0,Tourism & Hospitality,0.41038018465042114
Industrial Control,Welder and fitter,4.5,Automotive,0.4103521704673767
Grain Mill Operator,Solar technician,3.0,Food Processing,0.4103323519229889
Honey Processor,Truck driver,2.0,Food Processing,0.41031593084335327
Paragliding Tandem Pilot,Electrician,6.0,Tourism & Hospitality,0.41027069091796875
High Altitude Trekking Guide,Solar technician,5.0,Tourism & Hospitality,0.41023242473602295
Internal Food Auditor-Food Processing,Solar PV installer,6.0,Food Processing,0.41022348403930664
Assistant Laboratory Technician,Solar PV installer,3.0,Iron and Steel,0.4100855588912964
Automotive Spare Parts Operations Assistant,Automotive technician,2.5,Automotive,0.41008439660072327
Fitter - Ring Spinning,Car sales advisor,4.0,Textile,0.4100566506385803
Ground Crew Chief (Paragliding),Mechanical fitter,4.0,Tourism & Hospitality,0.41003119945526123
Bulldozer  Operator,Car sales advisor,4.0,Mining,0.41001617908477783
Dumper/ Tipper Operator,Solar PV installer,4.0,Mining,0.4099876880645752
Industry 4.0,Hotel front desk clerk,4.5,Automotive,0.4099752902984619
Nature Guide,Forklift operator,4.0,Tourism & Hospitality,0.40992921590805054
Himalayan Expedition Logistics and Pathfinder (HAP),Hotel front desk clerk,5.0,Tourism & Hospitality,0.40991297364234924
Automotive Welding Machine Technician,Electrician,4.0,Automotive,0.4098623991012573
Sponge Iron / Direct Reduced Iron (DRI)-Process Control Engineer,Electrician,5.5,Iron and Steel,0.4098503291606903
Assistant Wooden Toy Maker,Car sales advisor,2.5,Handicrafts and Carpet,0.40978169441223145
Two Shaft Handloom Weaver,Electrician,3.0,Textile,0.40976935625076294
Automotive Warranty Processor,Electrician,4.0,Automotive,0.40976423025131226
Process Control Engineer - Basic Oxygen Furnace (BOF),Car sales advisor,6.0,Iron and Steel,0.4097604751586914
Processed Food Entrepreneur,Truck driver,4.0,Food Processing,0.40974241495132446
Agri-residue Aggregator,Solar PV installer,3.0,Green Jobs,0.40969932079315186
Assistant-Opencast Mines,Automotive technician,2.0,Mining,0.4096940755844116
Engraving and Stamping Artisan,Electrician,4.0,Handicrafts and Carpet,0.40968379378318787
Robot Systems Integration,Automotive technician,4.5,Automotive,0.4096572995185852
Housekeeping Supervisor,Electrician,5.0,Tourism & Hospitality,0.40961983799934387
"Mulberry cocoon sorter, drier cum grader",Solar PV installer,2.0,Textile,0.40959587693214417
Automotive Body Repair Assistant,Hotel front desk clerk,2.5,Automotive,0.4095788300037384
Automotive Product Testing Technician,Automotive technician,3.5,Automotive,0.40952399373054504
Food Styling Photographer,Truck driver,4.0,Tourism & Hospitality,0.40952080488204956
Green Hydrogen Plant Junior Technician- Storage,Forklift operator,3.0,Green Jobs,0.40951645374298096
Solar Photovoltaic Technician,Mechanical fitter,4.0,Green Jobs,0.4094770848751068
Food & Beverage Service Trainee,Welder and fitter,3.0,Tourism & Hospitality,0.4094680845737457
Design Marker - Stonecraft,Car sales advisor,3.5,Handicrafts and Carpet,0.40942811965942383
Solar PV Installer - Electrical,Truck driver,4.0,Green Jobs,0.40941083431243896
Driving Assistant,Welder and fitter,1.0,Automotive,0.4093884527683258
Quality checker - Stonecraft,Automotive technician,3.5,Handicrafts and Carpet,0.40936025977134705
"Assistant Fitter - Levelling, Alignment and Balancing",Car sales advisor,3.0,Iron and Steel,0.40932029485702515
Abrasion & Grinding Machine Operator,Solar technician,3.0,Handicrafts and Carpet,0.4093143343925476
Guest Service Executive (Front Office),Forklift operator,4.5,Tourism & Hospitality,0.40930089354515076
Fleet Telematic Executive,Welder and fitter,4.0,Automotive,0.4092407822608948
Patisserie and Confectionery (WorldSkills),Truck driver,4.5,Tourism & Hospitality,0.40922701358795166
Kitchen Stewarding Supervisor,Solar technician,5.0,Tourism & Hospitality,0.4092203974723816
Parasailing Launcher/Receiver,Electrician,3.0,Tourism & Hospitality,0.4092152714729309
Chef de Partie,Forklift operator,5.0,Tourism & Hospitality,0.40919068455696106
Animal Waste Manure Aggregator,Solar PV installer,3.0,Green Jobs,0.4091857969760895
Inlay Artisan - Stonecraft,Car sales advisor,4.0,Handicrafts and Carpet,0.4091683626174927
Hank Dyer,Solar technician,3.0,Textile,0.409161776304245
Small Hydro Power Plant Technician-(Jal Urja Mitra),Car sales advisor,4.0,Green Jobs,0.4091460108757019
Inlay Artisan - Stonecraft,Electrician,4.0,Handicrafts and Carpet,0.40911635756492615
Handloom Entrepreneur,Solar technician,5.0,Textile,0.4090985059738159
Naturalist (wildlife tourism),Solar technician,4.5,Tourism & Hospitality,0.4090883433818817
Executive Chef,Car sales advisor,6.0,Tourism & Hospitality,0.40908557176589966
Dairy Processing Equipment Operator,Automotive technician,4.0,Food Processing,0.4089883863925934
Fitter - Chemical Processing (Textiles),Electrician,4.0,Textile,0.4089784026145935
Supervisor - Battery Operations,Electrician,5.0,Iron and Steel,0.408904492855072
Electrolyzer Manufacturing Plant Supervisor,Forklift operator,5.0,Green Jobs,0.4089003801345825
Housekeeping Assistant,Solar PV installer,3.0,Tourism & Hospitality,0.408883273601532
Refractory Brick Layer,Solar PV installer,3.0,Iron and Steel,0.40884000062942505
Lab assistant (Ceramics),Electrician,3.5,Handicrafts and Carpet,0.4088311791419983
Prototyping Engineer,Automotive technician,6.0,Automotive,0.40881162881851196
Mining Rescuer,Solar PV installer,3.0,Mining,0.40879327058792114
Electric Vehicle Assembly Technician,Electrician,3.5,Automotive,0.4087783694267273
Four Wheeler Service Assistant,Hotel front desk clerk,3.0,Automotive,0.40871819853782654
Driver Trainer-LMV,Hotel front desk clerk,5.0,Automotive,0.4086846709251404
Carpet Weaver,Car sales advisor,3.0,Handicrafts and Carpet,0.4086667597293854
"Assistant Fitter - Levelling, Alignment and Balancing",Automotive technician,3.0,Iron and Steel,0.40865975618362427
Welder - (GTAW),Car sales advisor,4.0,Iron and Steel,0.4086127281188965
Lacquerer (Woodware),Electrician,2.5,Handicrafts and Carpet,0.40861058235168457
Banquet Manager (Operation),Forklift operator,7.0,Tourism & Hospitality,0.4086059033870697
Bale Press Operator,Electrician,2.0,Textile,0.40860462188720703
Paper Mache Art Designer,Car sales advisor,3.0,Handicrafts and Carpet,0.4085676074028015
Puppet Maker - Artisan,Electrician,4.0,Handicrafts and Carpet,0.408524751663208
Commercial Vehicle Driver,Electrician,3.0,Automotive,0.40851837396621704
Color Quality Incharge/Shade Supervisor (Carpets),Automotive technician,3.5,Handicrafts and Carpet,0.408461332321167
Grader Machine Operator,Car sales advisor,3.0,Mining,0.40846043825149536
Transport Coordinator-Tourism and Hospitality,Solar PV installer,4.0,Tourism & Hospitality,0.40840598940849304
Sanitation worker,Car sales advisor,2.0,Food Processing,0.4084036350250244
Green Hydrogen Plant Entrepreneur,Mechanical fitter,5.0,Green Jobs,0.4084012806415558
Solar EV Charging Entrepreneur,Mechanical fitter,4.0,Green Jobs,0.4083985686302185
Sous Chef,Truck driver,5.5,Tourism & Hospitality,0.4083600640296936
Cooking (WorldSkills),Solar technician,4.5,Tourism & Hospitality,0.408356249332428
Four Wheeler Service Lead Technician,Automotive technician,4.0,Automotive,0.4083418846130371
Mineral Processing Technician,Car sales advisor,4.0,Mining,0.4083411693572998
Counter Sales Executive (Tourism and Hospitality),Solar PV installer,4.0,Tourism & Hospitality,0.40828704833984375
Pastry/Bakery Assistant,Solar technician,3.0,Tourism & Hospitality,0.40827447175979614
Traditional Hand Embroiderer- Supervisor,Electrician,5.0,Handicrafts and Carpet,0.40825337171554565
Car Painting,Solar PV installer,4.5,Automotive,0.40821462869644165
Jute Screen Printer,Solar PV installer,3.0,Handicrafts and Carpet,0.40819501876831055
Jute Handloom Weaver,Solar PV installer,3.0,Handicrafts and Carpet,0.40819501876831055
Mechanic - Belt Conveyor,Car sales advisor,3.0,Iron and Steel,0.4080830216407776
Food & Beverage Service Manager,Solar technician,7.0,Tourism & Hospitality,0.4080776274204254
Tool Room Designer,Automotive technician,5.0,Automotive,0.40806227922439575
Millet Products Processor,Car sales advisor,3.0,Food Processing,0.4079630970954895
Front Office Assistant,Solar PV installer,3.0,Tourism & Hospitality,0.4079509377479553
Spice Processing Technician,Electrician,3.0,Food Processing,0.4079256057739258
CNG Kit Fitment Technician,Electrician,3.0,Automotive,0.4079206585884094
Lacquerer (Woodware),Solar technician,2.5,Handicrafts and Carpet,0.4078948199748993
Convenience Food Maker-Ready To Eat and Instant Food,Car sales advisor,4.0,Food Processing,0.40788817405700684
Artisanal Chocolate Maker-Entrepreneur,Car sales advisor,4.0,Food Processing,0.4078429937362671
Shuttle Loom Operator cum Pirn Winder,Electrician,3.0,Textile,0.40782809257507324
Assistant - Electrician,Automotive technician,3.0,Iron and Steel,0.40781664848327637
"Jam, Jelly and Ketchup Processing Technician",Car sales advisor,3.0,Food Processing,0.40780580043792725
Four Wheeler Service Technician,Hotel front desk clerk,4.0,Automotive,0.4077899754047394
Clean Cookstove Distributor,Forklift operator,5.0,Green Jobs,0.40774795413017273
Sakhta Saaz (Paper Pulp),Electrician,2.5,Handicrafts and Carpet,0.4077203869819641
Plant Biscuit Production Specialist,Automotive technician,4.0,Food Processing,0.4077163338661194
Two Wheeler Service Technician,Hotel front desk clerk,4.0,Automotive,0.4077138304710388
Textile Finishing Machine Operator,Automotive technician,2.0,Textile,0.4076841473579407
Assistant Glass Toy Maker - Artisan,Car sales advisor,2.5,Handicrafts and Carpet,0.4076838493347168
Technical Lead - Food Analysis,Car sales advisor,5.0,Food Processing,0.40767014026641846
Solar PV Cell Manufacturing Technician,Car sales advisor,4.0,Green Jobs,0.40765181183815
Plant Manager,Solar technician,9.0,Food Processing,0.4075809717178345
Metal Fabricator - Iron and Steel,Automotive technician,4.0,Iron and Steel,0.40757042169570923
Gas Tungsten Arc Welding (GTAW),Solar PV installer,4.0,Iron and Steel,0.40756985545158386
Pickle Making Technician,Car sales advisor,3.0,Food Processing,0.40754449367523193
Dyer (Rangsaaz) (Carpets),Car sales advisor,3.0,Handicrafts and Carpet,0.4074920415878296
Iron & Steel  Utility Hand Plant Operations,Solar PV installer,1.0,Iron and Steel,0.40748780965805054
Assistant Mechanic - Conveyor Operation and Maintenance,Automotive technician,3.0,Iron and Steel,0.40741419792175293
Food Server-Roadside Eateries,Solar PV installer,3.0,Tourism & Hospitality,0.4074121117591858
Biomass Depot Operator,Car sales advisor,4.0,Green Jobs,0.40732699632644653
Assistant Leather Toy Maker - Artisan,Truck driver,2.5,Handicrafts and Carpet,0.4073236882686615
Supervisor - Battery Operations,Automotive technician,5.0,Iron and Steel,0.40721046924591064
Winding  Operator,Mechanical fitter,4.0,Mining,0.4071893095970154
Quality Control Manager-Tourism and Hospitality,Forklift operator,6.0,Tourism & Hospitality,0.40713274478912354
Product Conceptualization Engineer,Automotive technician,6.0,Automotive,0.40703490376472473
CNG Kit Fitment Technician,Automotive technician,3.0,Automotive,0.4069400429725647
Solar Lighting Assembler (Elective: Home Lighting System/ Street Lights),Car sales advisor,4.0,Green Jobs,0.4069291949272156
Bale Press Operator,Car sales advisor,2.0,Textile,0.40687936544418335
Manufacturing Team Challenge,Automotive technician,4.5,Automotive,0.40685468912124634
Sakhta Saaz (Paper Pulp),Solar technician,2.5,Handicrafts and Carpet,0.40681642293930054
Food Sales Promoter,Welder and fitter,3.0,Food Processing,0.4068102538585663
Housekeeping Trainee,Solar PV installer,3.0,Tourism & Hospitality,0.4067281484603882
Food Technologist - Plant based proteins,Car sales advisor,5.0,Food Processing,0.40672385692596436
Solar Lighting Assembler (Elective: Home Lighting System/ Street Lights),Truck driver,4.0,Green Jobs,0.40670913457870483
Solar Cold Storage Entrepreneur,Forklift operator,4.0,Green Jobs,0.40666118264198303
Safety Supervisor - Steel Plant,Electrician,5.0,Iron and Steel,0.406616747379303
Warper - Handloom,Electrician,3.0,Textile,0.4065914452075958
Tour  Guide,Solar technician,5.0,Tourism & Hospitality,0.4065893888473511
Supervisor - Battery Operations,Car sales advisor,5.0,Iron and Steel,0.406586229801178
Warper - Direct Warping Machine,Solar PV installer,3.0,Textile,0.4065817892551422
Traditional Wooden Toy Maker,Mechanical fitter,2.5,Handicrafts and Carpet,0.40656501054763794
Coir Fibre Artisan,Car sales advisor,2.5,Handicrafts and Carpet,0.4065006673336029
Mountaineering Instructor,Car sales advisor,6.0,Tourism & Hospitality,0.4064701199531555
Baking Technician/Operative,Electrician,3.0,Food Processing,0.40645429491996765
Repair - Welder,Hotel front desk clerk,4.0,Automotive,0.40644609928131104
Autobody Repair,Electrician,4.5,Automotive,0.4064342677593231
Improved Cookstove Installer,Mechanical fitter,4.0,Green Jobs,0.40641120076179504
TFO Tenter,Welder and fitter,3.0,Textile,0.406371533870697
Winding  Operator,Solar PV installer,4.0,Mining,0.40630313754081726
Four Wheeler Service Lead Technician,Hotel front desk clerk,4.0,Automotive,0.4062833786010742
Solar PV Installer (Suryamitra),Forklift operator,4.0,Green Jobs,0.4062506854534149
Sketching and painting artisan (Ceramics),Car sales advisor,3.5,Handicrafts and Carpet,0.4062100052833557
Billing/Contract Executive (Facility Management),Solar PV installer,4.0,Tourism & Hospitality,0.406192809343338
Food Delivery Associate,Solar technician,3.0,Tourism & Hospitality,0.40617692470550537
Operator - Heating regulator,Automotive technician,4.0,Iron and Steel,0.40613555908203125
Parasailing (Equipment) Driver,Solar PV installer,4.0,Tourism & Hospitality,0.4061206579208374
Electrolyzer Manufacturing Plant Technician,Forklift operator,4.0,Green Jobs,0.40608370304107666
Assistant Designer & Shade Writer (Carpets),Solar technician,4.0,Handicrafts and Carpet,0.4060781002044678
Operator - Plasma Cutter,Car sales advisor,4.0,Iron and Steel,0.40601426362991333
Executive Chef,Forklift operator,6.0,Tourism & Hospitality,0.4060046970844269
